rule_id,rule_string,lambda,D,gamma,population,classification,period
0,"B/S",-10.000000,0.0000,0.0000,0,extinct,
1,"B/S0",-10.000000,1.0359,0.0000,294,fixed,1
2,"B/S1",-10.000000,0.9400,0.0000,244,fixed,1
3,"B/S01",-10.000000,1.4559,0.0000,1238,fixed,1
4,"B/S2",-10.000000,0.6112,0.0000,69,fixed,1
5,"B/S02",-10.000000,1.4136,0.0000,1055,fixed,1
6,"B/S12",-10.000000,1.4977,0.0000,1611,fixed,1
7,"B/S012",0.005493,1.6575,0.0000,2659,fixed,1
8,"B/S3",-10.000000,0.3087,0.0000,8,fixed,1
9,"B/S03",0.000000,1.2731,0.0000,643,fixed,1
10,"B/S13",0.008959,1.2653,0.0000,714,fixed,1
11,"B/S013",0.006931,1.6048,0.0000,2121,fixed,1
12,"B/S23",-10.000000,1.2874,-339092.8511,872,fixed,1
13,"B/S023",-10.000000,1.5057,-242951.5826,1585,fixed,1
14,"B/S123",0.006931,1.7054,0.0000,3504,fixed,1
15,"B/S0123",0.003466,1.7459,0.0000,3944,fixed,1
16,"B/S4",-10.000000,0.0000,0.0000,0,extinct,
17,"B/S04",0.000000,1.1430,0.0000,417,fixed,1
18,"B/S14",-10.000000,1.0902,0.0000,398,fixed,1
19,"B/S014",0.000000,1.5398,0.0000,1648,fixed,1
20,"B/S24",-10.000000,0.8512,0.0000,192,fixed,1
21,"B/S024",0.000000,1.4067,0.0000,1032,fixed,1
22,"B/S124",0.003466,1.6054,0.0000,2334,fixed,1
23,"B/S0124",0.003466,1.7013,0.0000,3205,fixed,1
24,"B/S34",-10.000000,0.6620,0.0000,94,fixed,1
25,"B/S034",-10.000000,1.2406,0.0000,614,fixed,1
26,"B/S134",0.003466,1.3190,-288810.4645,877,fixed,1
27,"B/S0134",0.006931,1.6065,-243915.9059,2173,fixed,1
28,"B/S234",0.008047,1.5887,0.0000,2514,fixed,1
29,"B/S0234",0.000000,1.6382,-199914.6714,2804,fixed,1
30,"B/S1234",0.000000,1.7489,0.0000,4236,fixed,1
31,"B/S01234",0.003466,1.7765,0.0000,4650,fixed,1
32,"B/S5",-10.000000,0.0000,0.0000,0,extinct,
33,"B/S05",0.000000,1.0790,0.0000,340,fixed,1
34,"B/S15",-10.000000,1.0316,0.0000,330,fixed,1
35,"B/S015",-10.000000,1.4908,0.0000,1388,fixed,1
36,"B/S25",-10.000000,0.6608,0.0000,90,fixed,1
37,"B/S025",0.000000,1.4138,0.0000,1058,fixed,1
38,"B/S125",-10.000000,1.5293,0.0000,1804,fixed,1
39,"B/S0125",0.003466,1.6771,0.0000,2882,fixed,1
40,"B/S35",-10.000000,0.0000,0.0000,0,extinct,
41,"B/S035",0.003466,1.2669,0.0000,632,fixed,1
42,"B/S135",-10.000000,1.2959,-380824.2702,786,fixed,1
43,"B/S0135",0.006931,1.6038,0.0000,2098,fixed,1
44,"B/S235",-10.000000,1.3317,-279791.2623,1006,fixed,1
45,"B/S0235",0.005493,1.5031,-159022.3603,1603,fixed,1
46,"B/S1235",0.005493,1.7165,0.0000,3651,fixed,1
47,"B/S01235",0.000000,1.7579,0.0000,4182,fixed,1
48,"B/S45",-10.000000,0.0000,0.0000,0,extinct,
49,"B/S045",0.000000,1.1577,0.0000,437,fixed,1
50,"B/S145",-10.000000,1.0995,0.0000,410,fixed,1
51,"B/S0145",0.000000,1.5294,0.0000,1597,fixed,1
52,"B/S245",-10.000000,0.7969,0.0000,158,fixed,1
53,"B/S0245",0.000000,1.3882,0.0000,986,fixed,1
54,"B/S1245",0.006931,1.5886,0.0000,2220,fixed,1
55,"B/S01245",0.006931,1.7041,0.0000,3226,fixed,1
56,"B/S345",-10.000000,1.0468,-272917.7078,413,fixed,1
57,"B/S0345",0.000000,1.3002,-243182.6771,819,fixed,1
58,"B/S1345",0.003466,1.3808,-267351.9402,1127,fixed,1
59,"B/S01345",0.010986,1.6101,-210484.8681,2287,fixed,1
60,"B/S2345",0.003466,1.6340,-187290.0296,2993,fixed,1
61,"B/S02345",0.003466,1.6674,-147831.3760,3202,fixed,1
62,"B/S12345",0.000000,1.7612,0.0000,4523,fixed,1
63,"B/S012345",0.000000,1.7839,0.0000,4876,fixed,1
64,"B/S6",-10.000000,0.0000,0.0000,0,extinct,
65,"B/S06",-10.000000,1.0576,0.0000,315,fixed,1
66,"B/S16",0.003466,0.9401,0.0000,242,fixed,1
67,"B/S016",0.003466,1.4692,0.0000,1295,fixed,1
68,"B/S26",-10.000000,0.6516,0.0000,75,fixed,1
69,"B/S026",0.006931,1.4325,0.0000,1117,fixed,1
70,"B/S126",-10.000000,1.5106,0.0000,1688,fixed,1
71,"B/S0126",0.003466,1.6672,0.0000,2780,fixed,1
72,"B/S36",-10.000000,0.0000,0.0000,0,extinct,
73,"B/S036",0.003466,1.2668,0.0000,628,fixed,1
74,"B/S136",-10.000000,1.2481,0.0000,678,fixed,1
75,"B/S0136",0.003466,1.6070,0.0000,2135,fixed,1
76,"B/S236",-10.000000,1.2799,-234192.7227,839,fixed,1
77,"B/S0236",0.003466,1.5003,-206741.8678,1563,fixed,1
78,"B/S1236",0.003466,1.7039,0.0000,3470,fixed,1
79,"B/S01236",0.003466,1.7500,0.0000,4040,fixed,1
80,"B/S46",-10.000000,0.0000,0.0000,0,extinct,
81,"B/S046",0.000000,1.1365,0.0000,409,fixed,1
82,"B/S146",-10.000000,1.1047,0.0000,416,fixed,1
83,"B/S0146",0.005493,1.5285,0.0000,1587,fixed,1
84,"B/S246",-10.000000,0.8454,0.0000,189,fixed,1
85,"B/S0246",0.000000,1.4133,0.0000,1068,fixed,1
86,"B/S1246",0.005493,1.5908,0.0000,2236,fixed,1
87,"B/S01246",0.000000,1.7095,0.0000,3303,fixed,1
88,"B/S346",-10.000000,0.7220,0.0000,134,fixed,1
89,"B/S0346",0.000000,1.2448,0.0000,626,fixed,1
90,"B/S1346",0.003466,1.3330,-332408.4671,914,fixed,1
91,"B/S01346",0.008047,1.5903,-276271.0834,2029,fixed,1
92,"B/S2346",0.010986,1.5846,-150009.0402,2464,fixed,1
93,"B/S02346",-10.000000,1.6375,-153265.7637,2827,fixed,1
94,"B/S12346",0.000000,1.7496,0.0000,4259,fixed,1
95,"B/S012346",0.000000,1.7807,0.0000,4720,fixed,1
96,"B/S56",-10.000000,0.0000,0.0000,0,extinct,
97,"B/S056",-10.000000,1.0939,0.0000,355,fixed,1
98,"B/S156",0.003466,1.0145,0.0000,312,fixed,1
99,"B/S0156",0.000000,1.4922,0.0000,1400,fixed,1
100,"B/S256",-10.000000,0.7358,0.0000,126,fixed,1
101,"B/S0256",0.005493,1.4193,0.0000,1069,fixed,1
102,"B/S1256",0.003466,1.5385,0.0000,1854,fixed,1
103,"B/S01256",-10.000000,1.6756,0.0000,2876,fixed,1
104,"B/S356",-10.000000,0.3722,0.0000,14,fixed,1
105,"B/S0356",0.003466,1.2403,0.0000,578,fixed,1
106,"B/S1356",0.003466,1.2777,0.0000,744,fixed,1
107,"B/S01356",0.005493,1.5977,0.0000,2057,fixed,1
108,"B/S2356",0.005493,1.3434,-242145.1764,1046,fixed,1
109,"B/S02356",0.000000,1.5052,-254463.4771,1630,fixed,1
110,"B/S12356",0.003466,1.7139,0.0000,3608,fixed,1
111,"B/S012356",0.000000,1.7541,0.0000,4122,fixed,1
112,"B/S456",-10.000000,0.0000,0.0000,0,extinct,
113,"B/S0456",-10.000000,1.1335,0.0000,405,fixed,1
114,"B/S1456",-10.000000,1.0940,0.0000,404,fixed,1
115,"B/S01456",0.000000,1.5207,0.0000,1547,fixed,1
116,"B/S2456",-10.000000,0.9378,-341916.8282,259,fixed,1
117,"B/S02456",0.000000,1.4159,0.0000,1098,fixed,1
118,"B/S12456",0.000000,1.5822,0.0000,2186,fixed,1
119,"B/S012456",0.008047,1.7019,0.0000,3204,fixed,1
120,"B/S3456",-10.000000,1.1503,-327098.1455,605,fixed,1
121,"B/S03456",-10.000000,1.3173,-339499.5120,863,fixed,1
122,"B/S13456",0.003466,1.4455,-211400.6957,1462,fixed,1
123,"B/S013456",0.005493,1.6143,-183325.3085,2348,fixed,1
124,"B/S23456",0.000000,1.6454,-189539.3032,3118,fixed,1
125,"B/S023456",-10.000000,1.6868,0.0000,3468,fixed,1
126,"B/S123456",0.000000,1.7654,0.0000,4642,fixed,1
127,"B/S0123456",0.000000,1.7846,0.0000,4909,fixed,1
128,"B/S7",-10.000000,0.0000,0.0000,0,extinct,
129,"B/S07",0.000000,1.0505,0.0000,310,fixed,1
130,"B/S17",-10.000000,0.9302,0.0000,238,fixed,1
131,"B/S017",0.003466,1.4695,0.0000,1289,fixed,1
132,"B/S27",-10.000000,0.5823,0.0000,61,fixed,1
133,"B/S027",0.000000,1.4250,0.0000,1090,fixed,1
134,"B/S127",-10.000000,1.4944,0.0000,1599,fixed,1
135,"B/S0127",0.003466,1.6630,0.0000,2729,fixed,1
136,"B/S37",-10.000000,0.3275,0.0000,8,fixed,1
137,"B/S037",0.003466,1.2905,0.0000,682,fixed,1
138,"B/S137",-10.000000,1.2681,0.0000,718,fixed,1
139,"B/S0137",0.003466,1.5986,0.0000,2078,fixed,1
140,"B/S237",0.006931,1.3164,-360520.6208,946,fixed,1
141,"B/S0237",0.005493,1.5131,-221879.0565,1649,fixed,1
142,"B/S1237",0.000000,1.6928,0.0000,3335,fixed,1
143,"B/S01237",0.000000,1.7452,0.0000,3954,fixed,1
144,"B/S47",-10.000000,0.0000,0.0000,0,extinct,
145,"B/S047",0.003466,1.1770,0.0000,467,fixed,1
146,"B/S147",-10.000000,1.1025,0.0000,422,fixed,1
147,"B/S0147",0.005493,1.5472,0.0000,1697,fixed,1
148,"B/S247",0.005493,0.7868,0.0000,148,fixed,1
149,"B/S0247",0.000000,1.4114,0.0000,1057,fixed,1
150,"B/S1247",0.003466,1.5898,0.0000,2221,fixed,1
151,"B/S01247",0.006931,1.6994,0.0000,3175,fixed,1
152,"B/S347",-10.000000,0.6799,0.0000,97,fixed,1
153,"B/S0347",0.000000,1.2276,0.0000,572,fixed,1
154,"B/S1347",-10.000000,1.3124,-285582.9821,865,fixed,1
155,"B/S01347",0.003466,1.5912,-252594.2627,2057,fixed,1
156,"B/S2347",-10.000000,1.5743,-155854.6720,2379,fixed,1
157,"B/S02347",0.003466,1.6394,-185650.9131,2821,fixed,1
158,"B/S12347",0.000000,1.7528,0.0000,4299,fixed,1
159,"B/S012347",0.000000,1.7768,0.0000,4648,fixed,1
160,"B/S57",-10.000000,0.0000,0.0000,0,extinct,
161,"B/S057",0.000000,1.1018,0.0000,363,fixed,1
162,"B/S157",-10.000000,1.0093,0.0000,302,fixed,1
163,"B/S0157",0.000000,1.4895,0.0000,1385,fixed,1
164,"B/S257",-10.000000,0.6577,0.0000,91,fixed,1
165,"B/S0257",0.005493,1.4205,0.0000,1076,fixed,1
166,"B/S1257",-10.000000,1.5288,0.0000,1795,fixed,1
167,"B/S01257",0.000000,1.6801,0.0000,2913,fixed,1
168,"B/S357",-10.000000,0.2324,0.0000,8,fixed,1
169,"B/S0357",0.003466,1.2508,0.0000,599,fixed,1
170,"B/S1357",0.003466,1.2699,0.0000,744,fixed,1
171,"B/S01357",0.008047,1.5975,0.0000,2073,fixed,1
172,"B/S2357",-10.000000,1.3526,-198069.4059,1085,fixed,1
173,"B/S02357",0.008047,1.4966,-173659.6592,1568,fixed,1
174,"B/S12357",0.003466,1.7224,0.0000,3740,fixed,1
175,"B/S012357",0.003466,1.7567,0.0000,4157,fixed,1
176,"B/S457",-10.000000,0.0000,0.0000,0,extinct,
177,"B/S0457",-10.000000,1.1306,0.0000,400,fixed,1
178,"B/S1457",-10.000000,1.1061,0.0000,424,fixed,1
179,"B/S01457",0.000000,1.5335,0.0000,1629,fixed,1
180,"B/S2457",-10.000000,0.8938,0.0000,227,fixed,1
181,"B/S02457",0.005493,1.4031,0.0000,1033,fixed,1
182,"B/S12457",-10.000000,1.5728,0.0000,2104,fixed,1
183,"B/S012457",0.000000,1.7010,0.0000,3194,fixed,1
184,"B/S3457",-10.000000,0.9901,-375430.3098,353,fixed,1
185,"B/S03457",-10.000000,1.3194,-342631.3032,860,fixed,1
186,"B/S13457",0.003466,1.4234,-280576.5823,1315,fixed,1
187,"B/S013457",0.000000,1.6181,-183931.5974,2345,fixed,1
188,"B/S23457",0.000000,1.6374,0.0000,3029,fixed,1
189,"B/S023457",0.000000,1.6650,-138893.7153,3183,fixed,1
190,"B/S123457",0.000000,1.7615,0.0000,4534,fixed,1
191,"B/S0123457",0.000000,1.7845,0.0000,4884,fixed,1
192,"B/S67",-10.000000,0.0000,0.0000,0,extinct,
193,"B/S067",-10.000000,1.0429,0.0000,300,fixed,1
194,"B/S167",-10.000000,0.9556,0.0000,252,fixed,1
195,"B/S0167",-10.000000,1.4582,0.0000,1247,fixed,1
196,"B/S267",-10.000000,0.6339,0.0000,78,fixed,1
197,"B/S0267",0.000000,1.4170,0.0000,1053,fixed,1
198,"B/S1267",-10.000000,1.5130,0.0000,1704,fixed,1
199,"B/S01267",0.000000,1.6562,0.0000,2660,fixed,1
200,"B/S367",-10.000000,0.3214,0.0000,4,fixed,1
201,"B/S0367",0.000000,1.2630,0.0000,622,fixed,1
202,"B/S1367",0.006931,1.2942,0.0000,792,fixed,1
203,"B/S01367",0.003466,1.6025,0.0000,2094,fixed,1
204,"B/S2367",0.005493,1.3102,-285729.9018,938,fixed,1
205,"B/S02367",-10.000000,1.4939,-263152.9954,1562,fixed,1
206,"B/S12367",0.000000,1.7000,0.0000,3431,fixed,1
207,"B/S012367",0.000000,1.7448,0.0000,3929,fixed,1
208,"B/S467",-10.000000,0.0000,0.0000,0,extinct,
209,"B/S0467",-10.000000,1.1425,0.0000,415,fixed,1
210,"B/S1467",0.006931,1.1285,0.0000,450,fixed,1
211,"B/S01467",0.006931,1.5361,0.0000,1634,fixed,1
212,"B/S2467",-10.000000,0.8249,0.0000,161,fixed,1
213,"B/S02467",0.005493,1.4015,0.0000,1016,fixed,1
214,"B/S12467",-10.000000,1.5927,0.0000,2241,fixed,1
215,"B/S012467",0.000000,1.7004,0.0000,3181,fixed,1
216,"B/S3467",-10.000000,0.6265,0.0000,75,fixed,1
217,"B/S03467",0.000000,1.2237,0.0000,571,fixed,1
218,"B/S13467",-10.000000,1.3365,0.0000,958,fixed,1
219,"B/S013467",0.003466,1.5978,-250794.3263,2103,fixed,1
220,"B/S23467",0.000000,1.5948,-194933.0025,2533,fixed,1
221,"B/S023467",0.000000,1.6399,-183063.3056,2833,fixed,1
222,"B/S123467",-10.000000,1.7533,0.0000,4317,fixed,1
223,"B/S0123467",0.000000,1.7777,0.0000,4672,fixed,1
224,"B/S567",-10.000000,0.0000,0.0000,0,extinct,
225,"B/S0567",-10.000000,1.0957,0.0000,357,fixed,1
226,"B/S1567",0.003466,1.0063,0.0000,304,fixed,1
227,"B/S01567",0.000000,1.4941,0.0000,1408,fixed,1
228,"B/S2567",-10.000000,0.6908,0.0000,111,fixed,1
229,"B/S02567",0.005493,1.4109,0.0000,1045,fixed,1
230,"B/S12567",0.005493,1.5204,0.0000,1740,fixed,1
231,"B/S012567",-10.000000,1.6765,0.0000,2884,fixed,1
232,"B/S3567",-10.000000,0.4044,0.0000,12,fixed,1
233,"B/S03567",0.000000,1.2465,0.0000,596,fixed,1
234,"B/S13567",0.003466,1.2510,0.0000,684,fixed,1
235,"B/S013567",0.005493,1.5930,0.0000,2023,fixed,1
236,"B/S23567",0.005493,1.3375,-296213.9618,1043,fixed,1
237,"B/S023567",0.000000,1.5115,-235794.0305,1678,fixed,1
238,"B/S123567",0.003466,1.7111,0.0000,3586,fixed,1
239,"B/S0123567",0.003466,1.7519,0.0000,4091,fixed,1
240,"B/S4567",-10.000000,0.0000,0.0000,0,extinct,
241,"B/S04567",0.003466,1.1494,0.0000,427,fixed,1
242,"B/S14567",-10.000000,1.1491,-401372.1892,484,fixed,1
243,"B/S014567",0.006931,1.5198,0.0000,1553,fixed,1
244,"B/S24567",-10.000000,0.9645,-406448.4058,286,fixed,1
245,"B/S024567",0.000000,1.3877,0.0000,985,fixed,1
246,"B/S124567",0.003466,1.6006,-196757.7199,2323,fixed,1
247,"B/S0124567",0.003466,1.7045,0.0000,3234,fixed,1
248,"B/S34567",0.010397,1.1281,-324554.7793,560,fixed,1
249,"B/S034567",0.006931,1.3552,-241378.4118,1025,fixed,1
250,"B/S134567",0.003466,1.4664,-241511.1648,1577,fixed,1
251,"B/S0134567",0.000000,1.6237,-179462.2608,2436,fixed,1
252,"B/S234567",0.005493,1.6499,0.0000,3173,fixed,1
253,"B/S0234567",0.000000,1.6823,-122659.9579,3431,fixed,1
254,"B/S1234567",0.000000,1.7628,0.0000,4584,fixed,1
255,"B/S01234567",0.000000,1.7831,0.0000,4857,fixed,1
256,"B/S8",-10.000000,0.0000,0.0000,0,extinct,
257,"B/S08",-10.000000,1.0210,0.0000,280,fixed,1
258,"B/S18",-10.000000,0.9719,0.0000,274,fixed,1
259,"B/S018",0.000000,1.4700,0.0000,1296,fixed,1
260,"B/S28",-10.000000,0.5712,0.0000,63,fixed,1
261,"B/S028",0.005493,1.4210,0.0000,1077,fixed,1
262,"B/S128",0.003466,1.5128,0.0000,1714,fixed,1
263,"B/S0128",0.003466,1.6557,0.0000,2656,fixed,1
264,"B/S38",-10.000000,0.0000,0.0000,0,extinct,
265,"B/S038",0.000000,1.2831,0.0000,663,fixed,1
266,"B/S138",-10.000000,1.2628,0.0000,720,fixed,1
267,"B/S0138",0.005493,1.6020,0.0000,2087,fixed,1
268,"B/S238",-10.000000,1.3032,-283066.3002,921,fixed,1
269,"B/S0238",0.000000,1.5190,-203413.8389,1670,fixed,1
270,"B/S1238",0.003466,1.6932,0.0000,3353,fixed,1
271,"B/S01238",0.000000,1.7424,0.0000,3902,fixed,1
272,"B/S48",-10.000000,0.0000,0.0000,0,extinct,
273,"B/S048",0.000000,1.1399,0.0000,412,fixed,1
274,"B/S148",-10.000000,1.1352,0.0000,458,fixed,1
275,"B/S0148",0.003466,1.5492,0.0000,1717,fixed,1
276,"B/S248",-10.000000,0.8146,0.0000,160,fixed,1
277,"B/S0248",0.000000,1.4100,0.0000,1052,fixed,1
278,"B/S1248",0.005493,1.5903,0.0000,2221,fixed,1
279,"B/S01248",0.005493,1.7054,0.0000,3220,fixed,1
280,"B/S348",-10.000000,0.6318,0.0000,83,fixed,1
281,"B/S0348",0.000000,1.2262,0.0000,572,fixed,1
282,"B/S1348",0.006931,1.3191,0.0000,888,fixed,1
283,"B/S01348",0.003466,1.5966,-237044.9799,2092,fixed,1
284,"B/S2348",-10.000000,1.5640,-159938.3014,2283,fixed,1
285,"B/S02348",0.009730,1.6393,-181674.4274,2840,fixed,1
286,"B/S12348",0.000000,1.7507,0.0000,4316,fixed,1
287,"B/S012348",0.000000,1.7737,0.0000,4598,fixed,1
288,"B/S58",-10.000000,0.0000,0.0000,0,extinct,
289,"B/S058",0.000000,1.1224,0.0000,391,fixed,1
290,"B/S158",-10.000000,1.0412,0.0000,342,fixed,1
291,"B/S0158",0.000000,1.4925,0.0000,1406,fixed,1
292,"B/S258",-10.000000,0.6867,0.0000,96,fixed,1
293,"B/S0258",0.000000,1.4109,0.0000,1038,fixed,1
294,"B/S1258",0.003466,1.5355,0.0000,1816,fixed,1
295,"B/S01258",0.003466,1.6771,0.0000,2867,fixed,1
296,"B/S358",-10.000000,0.2561,0.0000,8,fixed,1
297,"B/S0358",0.003466,1.2538,0.0000,606,fixed,1
298,"B/S1358",-10.000000,1.2550,0.0000,702,fixed,1
299,"B/S01358",0.003466,1.5991,0.0000,2090,fixed,1
300,"B/S2358",-10.000000,1.3302,-224008.0534,1014,fixed,1
301,"B/S02358",0.000000,1.5186,-214038.7346,1715,fixed,1
302,"B/S12358",0.003466,1.7200,0.0000,3729,fixed,1
303,"B/S012358",0.000000,1.7519,0.0000,4064,fixed,1
304,"B/S458",-10.000000,0.0000,0.0000,0,extinct,
305,"B/S0458",0.000000,1.1204,0.0000,386,fixed,1
306,"B/S1458",-10.000000,1.1202,0.0000,436,fixed,1
307,"B/S01458",0.003466,1.5378,0.0000,1651,fixed,1
308,"B/S2458",-10.000000,0.8404,0.0000,189,fixed,1
309,"B/S02458",0.000000,1.4086,0.0000,1066,fixed,1
310,"B/S12458",0.006931,1.5926,0.0000,2247,fixed,1
311,"B/S012458",0.000000,1.7004,0.0000,3178,fixed,1
312,"B/S3458",-10.000000,1.0344,-377557.4231,398,fixed,1
313,"B/S03458",0.000000,1.2885,-320683.7048,773,fixed,1
314,"B/S13458",0.003466,1.4328,-151320.7260,1387,fixed,1
315,"B/S013458",0.008047,1.6046,-214190.3287,2211,fixed,1
316,"B/S23458",0.000000,1.6200,0.0000,2847,fixed,1
317,"B/S023458",0.000000,1.6786,-157067.1367,3321,fixed,1
318,"B/S123458",0.000000,1.7594,0.0000,4500,fixed,1
319,"B/S0123458",0.000000,1.7827,0.0000,4832,fixed,1
320,"B/S68",-10.000000,0.0000,0.0000,0,extinct,
321,"B/S068",0.000000,1.0425,0.0000,301,fixed,1
322,"B/S168",-10.000000,0.9860,0.0000,284,fixed,1
323,"B/S0168",0.000000,1.4764,0.0000,1325,fixed,1
324,"B/S268",0.005493,0.5596,0.0000,63,fixed,1
325,"B/S0268",0.003466,1.4262,0.0000,1096,fixed,1
326,"B/S1268",0.003466,1.5124,0.0000,1693,fixed,1
327,"B/S01268",0.000000,1.6683,0.0000,2778,fixed,1
328,"B/S368",-10.000000,0.2439,0.0000,8,fixed,1
329,"B/S0368",-10.000000,1.2938,0.0000,693,fixed,1
330,"B/S1368",0.006931,1.2912,0.0000,790,fixed,1
331,"B/S01368",0.003466,1.6076,0.0000,2138,fixed,1
332,"B/S2368",-10.000000,1.3079,-259777.2248,939,fixed,1
333,"B/S02368",0.000000,1.4916,-288509.0537,1508,fixed,1
334,"B/S12368",0.000000,1.7063,0.0000,3500,fixed,1
335,"B/S012368",0.000000,1.7471,0.0000,3966,fixed,1
336,"B/S468",-10.000000,0.0000,0.0000,0,extinct,
337,"B/S0468",0.000000,1.1675,0.0000,452,fixed,1
338,"B/S1468",-10.000000,1.1418,0.0000,474,fixed,1
339,"B/S01468",0.005493,1.5410,0.0000,1668,fixed,1
340,"B/S2468",-10.000000,0.7930,0.0000,161,fixed,1
341,"B/S02468",0.000000,1.4172,0.0000,1079,fixed,1
342,"B/S12468",0.005493,1.5863,0.0000,2199,fixed,1
343,"B/S012468",0.005493,1.7072,0.0000,3261,fixed,1
344,"B/S3468",-10.000000,0.6719,0.0000,102,fixed,1
345,"B/S03468",0.000000,1.2454,0.0000,620,fixed,1
346,"B/S13468",0.003466,1.3178,0.0000,871,fixed,1
347,"B/S013468",0.003466,1.5960,-211958.7261,2076,fixed,1
348,"B/S23468",-10.000000,1.5803,-203097.9818,2402,fixed,1
349,"B/S023468",0.000000,1.6347,-157336.9801,2788,fixed,1
350,"B/S123468",-10.000000,1.7502,0.0000,4287,fixed,1
351,"B/S0123468",0.000000,1.7779,0.0000,4696,fixed,1
352,"B/S568",-10.000000,0.0000,0.0000,0,extinct,
353,"B/S0568",-10.000000,1.0784,0.0000,338,fixed,1
354,"B/S1568",0.003466,0.9857,0.0000,286,fixed,1
355,"B/S01568",0.000000,1.4852,0.0000,1363,fixed,1
356,"B/S2568",-10.000000,0.7205,0.0000,108,fixed,1
357,"B/S02568",0.000000,1.4208,0.0000,1078,fixed,1
358,"B/S12568",0.005493,1.5300,0.0000,1795,fixed,1
359,"B/S012568",-10.000000,1.6806,0.0000,2934,fixed,1
360,"B/S3568",-10.000000,0.4008,0.0000,20,fixed,1
361,"B/S03568",0.006931,1.2372,0.0000,569,fixed,1
362,"B/S13568",0.006931,1.2965,0.0000,794,fixed,1
363,"B/S013568",0.003466,1.6006,0.0000,2085,fixed,1
364,"B/S23568",-10.000000,1.3483,-293861.6251,1073,fixed,1
365,"B/S023568",-10.000000,1.5165,-205422.3037,1686,fixed,1
366,"B/S123568",0.006931,1.7147,0.0000,3639,fixed,1
367,"B/S0123568",0.000000,1.7562,0.0000,4151,fixed,1
368,"B/S4568",-10.000000,0.0000,0.0000,0,extinct,
369,"B/S04568",0.000000,1.1329,0.0000,403,fixed,1
370,"B/S14568",0.003466,1.1350,0.0000,458,fixed,1
371,"B/S014568",0.000000,1.5104,0.0000,1499,fixed,1
372,"B/S24568",-10.000000,0.8951,0.0000,222,fixed,1
373,"B/S024568",0.005493,1.3890,0.0000,989,fixed,1
374,"B/S124568",0.003466,1.5723,0.0000,2098,fixed,1
375,"B/S0124568",0.000000,1.7014,0.0000,3200,fixed,1
376,"B/S34568",0.008959,1.1089,-363240.0451,535,fixed,1
377,"B/S034568",0.000000,1.3580,-333225.2848,1018,fixed,1
378,"B/S134568",0.008959,1.4536,-212027.4582,1506,fixed,1
379,"B/S0134568",0.003466,1.6220,-193883.1932,2425,fixed,1
380,"B/S234568",-10.000000,1.6476,0.0000,3140,fixed,1
381,"B/S0234568",0.000000,1.6851,-142075.0733,3448,fixed,1
382,"B/S1234568",0.000000,1.7657,0.0000,4648,fixed,1
383,"B/S01234568",0.000000,1.7865,0.0000,4925,fixed,1
384,"B/S78",-10.000000,0.0000,0.0000,0,extinct,
385,"B/S078",-10.000000,1.0092,0.0000,269,fixed,1
386,"B/S178",-10.000000,0.9156,0.0000,228,fixed,1
387,"B/S0178",0.000000,1.4572,0.0000,1248,fixed,1
388,"B/S278",-10.000000,0.6265,0.0000,69,fixed,1
389,"B/S0278",0.003466,1.4065,0.0000,1023,fixed,1
390,"B/S1278",0.003466,1.5039,0.0000,1650,fixed,1
391,"B/S01278",0.000000,1.6583,0.0000,2700,fixed,1
392,"B/S378",-10.000000,0.3066,0.0000,8,fixed,1
393,"B/S0378",-10.000000,1.2674,0.0000,632,fixed,1
394,"B/S1378",0.003466,1.3057,0.0000,822,fixed,1
395,"B/S01378",0.005493,1.6020,0.0000,2094,fixed,1
396,"B/S2378",0.005493,1.3126,-285920.6274,944,fixed,1
397,"B/S02378",-10.000000,1.4851,-228522.1821,1486,fixed,1
398,"B/S12378",0.000000,1.6990,0.0000,3412,fixed,1
399,"B/S012378",0.000000,1.7478,0.0000,3983,fixed,1
400,"B/S478",-10.000000,0.0000,0.0000,0,extinct,
401,"B/S0478",-10.000000,1.1650,0.0000,450,fixed,1
402,"B/S1478",0.003466,1.0943,0.0000,408,fixed,1
403,"B/S01478",0.008047,1.5388,0.0000,1645,fixed,1
404,"B/S2478",-10.000000,0.8247,0.0000,178,fixed,1
405,"B/S02478",0.005493,1.4025,0.0000,1027,fixed,1
406,"B/S12478",0.003466,1.5895,0.0000,2223,fixed,1
407,"B/S012478",0.003466,1.7011,0.0000,3185,fixed,1
408,"B/S3478",-10.000000,0.6711,0.0000,90,fixed,1
409,"B/S03478",-10.000000,1.2563,-398293.1030,636,fixed,1
410,"B/S13478",0.003466,1.3034,0.0000,833,fixed,1
411,"B/S013478",0.005493,1.5920,0.0000,2047,fixed,1
412,"B/S23478",0.008047,1.5574,-235408.9327,2234,fixed,1
413,"B/S023478",0.003466,1.6239,-145829.0896,2635,fixed,1
414,"B/S123478",0.000000,1.7509,0.0000,4293,fixed,1
415,"B/S0123478",0.000000,1.7740,0.0000,4593,fixed,1
416,"B/S578",-10.000000,0.0000,0.0000,0,extinct,
417,"B/S0578",-10.000000,1.0954,0.0000,357,fixed,1
418,"B/S1578",-10.000000,1.0261,0.0000,326,fixed,1
419,"B/S01578",0.003466,1.4843,0.0000,1359,fixed,1
420,"B/S2578",-10.000000,0.6171,0.0000,82,fixed,1
421,"B/S02578",0.003466,1.4154,0.0000,1057,fixed,1
422,"B/S12578",0.003466,1.5338,0.0000,1826,fixed,1
